request_id,t_submit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,e2e_s
r680,1790358828.314751,1790358828.376908,1790358835.778455,42,256,0.062157,7.463705
r681,1790358828.495175,1790358828.554199,1790358835.962803,21,256,0.059024,7.467628
r682,1790358828.522804,1790358828.616822,1790358835.992403,20,256,0.094018,7.469600
r683,1790358828.523132,1790358828.616825,1790358835.992777,26,256,0.093693,7.469645
r684,1790358828.523461,1790358828.616827,1790358835.993135,23,256,0.093366,7.469674
r685,1790358828.523770,1790358828.616829,1790358835.993442,54,256,0.093059,7.469672
r686,1790358828.524149,1790358828.616831,1790358835.993760,23,256,0.092682,7.469610
r687,1790358828.524437,1790358828.616834,1790358835.994089,17,256,0.092396,7.469652
r688,1790358828.524708,1790358828.616836,1790358835.994344,15,256,0.092128,7.469635
r689,1790358831.882851,1790358831.940546,1790358835.186632,33,113,0.057695,3.303782
r690,1790358834.890295,1790358834.953274,1790358842.388077,16,256,0.062979,7.497782
r691,1790358835.186644,1790358835.249674,1790358842.681297,15,256,0.063030,7.494653
r692,1790358835.423934,1790358835.487437,1790358842.920470,19,256,0.063504,7.496536
r693,1790358835.778470,1790358835.842631,1790358843.272532,18,256,0.064161,7.494062
r694,1790358835.962818,1790358836.022518,1790358843.451007,29,256,0.059700,7.488189
r695,1790358835.992418,1790358836.070501,1790358843.479838,22,256,0.078083,7.487420
r696,1790358835.992790,1790358836.070504,1790358843.480608,46,256,0.077713,7.487817
r697,1790358835.993148,1790358836.070506,1790358843.481206,12,256,0.077358,7.488058
r698,1790358835.993456,1790358836.070508,1790358843.481699,33,256,0.077052,7.488243
r699,1790358835.993777,1790358836.070511,1790358843.482221,28,256,0.076734,7.488445
r700,1790358835.994103,1790358836.070513,1790358843.482764,12,256,0.076410,7.488660
r701,1790358835.994356,1790358836.070515,1790358839.198682,13,109,0.076159,3.204325
r702,1790358839.198698,1790358839.260906,1790358846.658666,13,256,0.062209,7.459968
r703,1790358842.388098,1790358842.450218,1790358849.822560,23,256,0.062119,7.434462
r704,1790358842.681317,1790358842.744437,1790358850.102377,16,256,0.063120,7.421060
r705,1790358842.920489,1790358842.983832,1790358850.325715,28,256,0.063343,7.405226
r706,1790358843.272549,1790358843.335826,1790358850.653555,27,256,0.063277,7.381006
r707,1790358843.451037,1790358843.508607,1790358846.171058,17,93,0.057570,2.720021
r708,1790358843.479869,1790358843.559779,1790358850.843268,25,256,0.079910,7.363399
r709,1790358843.480631,1790358843.559784,1790358850.843283,20,256,0.079153,7.362652
r710,1790358843.481229,1790358843.559790,1790358850.843295,13,256,0.078561,7.362066
r711,1790358843.481723,1790358843.559795,1790358850.843304,21,256,0.078072,7.361582
r712,1790358843.482246,1790358843.559800,1790358850.843313,20,256,0.077554,7.361067
r713,1790358843.482785,1790358843.559805,1790358850.843322,44,256,0.077019,7.360537
r714,1790358850.843416,1790358850.870475,1790358857.819011,16,256,0.027059,6.975595
r715,1790358850.843877,1790358850.919169,1790358857.846311,17,256,0.075292,7.002434
r716,1790358850.844253,1790358850.919172,1790358857.846802,18,256,0.074919,7.002549
r717,1790358850.844586,1790358850.919174,1790358857.847189,16,256,0.074589,7.002603
r718,1790358850.844902,1790358850.919177,1790358857.847572,38,256,0.074275,7.002670
r719,1790358850.845289,1790358850.919179,1790358857.847913,36,256,0.073889,7.002623
r720,1790358857.819028,1790358857.876871,1790358861.746955,23,141,0.057843,3.927927
r721,1790358857.846326,1790358857.943509,1790358864.913263,48,256,0.097183,7.066936
r722,1790358857.846819,1790358857.943512,1790358864.913650,22,256,0.096693,7.066831
r723,1790358857.847207,1790358857.943514,1790358864.913975,24,256,0.096307,7.066768
r724,1790358857.847589,1790358857.943517,1790358864.914365,27,256,0.095928,7.066776
r725,1790358857.847933,1790358857.943519,1790358859.110775,40,44,0.095585,1.262842
r726,1790358859.110791,1790358859.180457,1790358860.922775,73,65,0.069666,1.811985
r727,1790358860.922788,1790358860.980306,1790358867.962253,16,256,0.057519,7.039465
r728,1790358861.746967,1790358861.805821,1790358868.802967,29,256,0.058853,7.056000
r729,1790358864.913279,1790358864.980177,1790358866.939196,18,73,0.066899,2.025917
r730,1790358864.913664,1790358864.980180,1790358871.984531,20,256,0.066516,7.070868
r731,1790358864.913991,1790358864.980182,1790358868.680106,52,136,0.066191,3.766115
r732,1790358864.914376,1790358864.980184,1790358871.985166,17,256,0.065809,7.070790
r733,1790358866.939206,1790358866.996001,1790358874.023962,32,256,0.056795,7.084756
r734,1790358867.962266,1790358868.020345,1790358875.044634,27,256,0.058079,7.082368
r735,1790358868.680123,1790358868.734988,1790358875.766303,36,256,0.054865,7.086181
r736,1790358868.802979,1790358868.859598,1790358875.072728,43,227,0.056619,6.269749
r737,1790358871.984551,1790358872.045246,1790358879.029974,35,256,0.060695,7.045423
r738,1790358871.985184,1790358872.045251,1790358879.029990,40,256,0.060067,7.044806
r739,1790358874.023978,1790358874.082876,1790358880.975710,15,256,0.058898,6.951732
r740,1790358875.044647,1790358875.099991,1790358881.932553,17,256,0.055344,6.887906
r741,1790358875.072739,1790358875.129894,1790358878.272280,31,116,0.057155,3.199541
r742,1790358875.766316,1790358875.819588,1790358883.136048,19,256,0.053272,7.369732
r743,1790358883.136121,1790358883.162807,1790358889.879952,18,256,0.026686,6.743831
r744,1790358883.136509,1790358883.189064,1790358889.906400,25,256,0.052555,6.769892
r745,1790358883.136838,1790358883.189066,1790358889.906841,28,256,0.052228,6.770003
r746,1790358889.879965,1790358889.931756,1790358896.630892,16,256,0.051791,6.750926
r747,1790358889.906413,1790358889.968696,1790358896.655957,53,256,0.062284,6.749545
r748,1790358889.906854,1790358889.968699,1790358896.656399,13,256,0.061845,6.749545
r749,1790358896.630924,1790358896.684367,1790358903.397196,17,256,0.053442,6.766272
r750,1790358896.655988,1790358896.723522,1790358903.423283,29,256,0.067534,6.767295
r751,1790358896.656419,1790358896.723525,1790358903.423803,20,256,0.067106,6.767384
r752,1790358903.397218,1790358903.450998,1790358910.154912,17,256,0.053780,6.757694
r753,1790358903.423300,1790358903.486881,1790358910.181224,14,256,0.063581,6.757924
r754,1790358903.423820,1790358903.486887,1790358910.181236,26,256,0.063066,6.757416
